name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
Alex Wong,alexnwong,,,504,371,1649,Fri Jan 13 02:53:55 +0000 2012,Senators,Tom Cotton,,10,250,,,Foreign Policy Advisor & General Counsel to Sen. Tom Cotton • Former Romney-Ryan 2012 Foreign Policy Director • Former State Dept. Iraq Rule of Law Advisor
PCSO Tom Langley,BoultonSNT,Boulton,https://t.co/f4cseh54TT,474,136,561,Thu Jan 08 11:42:25 +0000 2015,Senators,Tom Cotton,,17,170,,Boulton,PCSO 12759 Tom Langley of Boulton Safer Neighbourhood Team. Don't report crime via Twitter. Call 101 for non-emergencies or 999 in an emergency. Cotton Lane
Tom Cotton,tlc_cotton,London,https://t.co/Rfmfyanp8X,404,982,726,Thu Apr 24 10:39:20 +0000 2014,Senators,Tom Cotton,,6,460,,London,"Designer, LDN"
TomCotton,Tomcottonpac,,https://t.co/gX0dfy8zwO,136,284,42,Tue Mar 08 01:34:12 +0000 2016,Senators,Tom Cotton,,0,0,,,
Tom Cotton,tom_cotton,,,152,355,337,Sun Feb 21 17:32:30 +0000 2010,Senators,Tom Cotton,,1,51,,,
Tom Cotton,tcotton61,,https://t.co/NhpZNahZnl,222,629,2486,Tue Sep 15 12:26:24 +0000 2009,Senators,Tom Cotton,,4,854,,,
Arkykid,arkykid,Great state of Arkansas!,,247,291,1875,Wed Aug 07 03:50:52 +0000 2013,Senators,Tom Cotton,,8,3260,,Great state of Arkansas!,This is the twitter feed for Trey Rosenbaum. I use twitter to engage in AR politics. I'm a former Tom Cotton congressional staffer. Retweets dont=endorsements.
Tom cotton,tomcotton99,,,305,238,149,Fri Jun 27 19:15:20 +0000 2014,Senators,Tom Cotton,,0,277,,,
Tom Cotton,tomcotton07,"Newtown, CT",,323,272,162,Wed Sep 18 13:00:46 +0000 2013,Senators,Tom Cotton,,0,3545,,"Newtown, CT",UConn
tom cotton,tomprotag,,http://t.co/3yJFphziLi,190,250,434,Sat Mar 27 16:32:48 +0000 2010,Senators,Tom Cotton,,2,2,,,"partner in protagonist, a marketing consultancy and ad agency...husband and father of two...photographer at http://t.co/1RlwMleu"
Tom Cotton,Cotton__Sock,,,54,90,540,Tue Jan 29 21:13:10 +0000 2013,Senators,Tom Cotton,,1,207,,,"Gamer, Film Maker. and everything else :P"
Cotton Doesn't Care,BadTomCotton,Arkansas,http://t.co/C4KNtJn1wZ,241,11,10,Wed Mar 12 00:35:07 +0000 2014,Senators,Tom Cotton,,2,1,,Arkansas,"Congressman Tom Cotton Doesn't Care About Seniors, Farmers, Students, Women & Arkansans. Find out more about his special interests. #cottondoesntcare"
Tom Cotton,TomCotton17,Bacchus Marsh,,87,96,193,Mon Jul 16 11:27:07 +0000 2012,Senators,Tom Cotton,,0,491,,Bacchus Marsh,"Sports & Outdoors 👌🏻  Melb, Australia."
Tom Cotton,TomRC1993,"Reading, England",,52,214,8162,Sun Oct 31 11:33:09 +0000 2010,Senators,Tom Cotton,,1,399,,"Reading, England",My Nan called me a dickhead when I was 8. She had a point.
Tom Cotton,TomCotton,,,57,5,11,Wed Feb 25 17:00:19 +0000 2009,Senators,Tom Cotton,,2,0,,,
Tom Cotton,TomCotton14,,,9,7,6,Sat Nov 07 03:21:04 +0000 2015,Senators,Tom Cotton,,0,1,,,
$Tom Cotton,Tom476,TEXAS,,7,6,102,Fri Mar 20 21:01:29 +0000 2009,Senators,Tom Cotton,,0,0,,TEXAS,"Husband, Father, Grandfather, TAX PAYER, Vietnam VET,"
Sen Dianne Feinstein,SenFeinstein,California,http://t.co/x96JRcShsB,645187,200,6034,Fri Jan 27 23:06:59 +0000 2012,Senators,Dianne Feinstein,,4725,1,,California,United States Senator from California. On Facebook at: http://t.co/siExqwIu
Dianne Feinstein,DianneFeinstein,"California, USA",https://t.co/UNyFzbWSpw,3549,316,200,Fri Sep 23 14:53:07 +0000 2011,Senators,Dianne Feinstein,,110,0,,"California, USA",Moving America forward.
Not Dianne Feinstein,NotSenFeinstein,California,http://t.co/zprb9MEzDi,1677,20,930,Mon Aug 25 21:13:12 +0000 2008,Senators,Dianne Feinstein,,56,0,,California,"UNOFFICIAL TWITTER - News about Dianne Feinstein, Senator from California"
Jerry Roberts,JerrySBcitydesk,"Santa Barbara, CA",http://t.co/EoOBRxypxi,326,275,468,Tue Mar 03 05:17:54 +0000 2015,Senators,Dianne Feinstein,,11,126,,"Santa Barbara, CA","California political writer & Calbuzz co-founder, TV host, world's leading authority on Dianne Feinstein, 805, 415,  Major League grandfather"
Michelle Chang,DFESPrincipal,,,348,235,1632,Wed Aug 13 19:13:05 +0000 2014,Senators,Dianne Feinstein,,4,577,,,Principal of Dianne Feinstein Elementary School in the Parkside- tweets do not imply endorsement
DFES PTA,dfespta,"San Francisco, CA",http://t.co/3W5jMPL1n8,161,36,509,Thu Oct 03 19:56:01 +0000 2013,Senators,Dianne Feinstein,,1,91,,"San Francisco, CA",Dianne Feinstein Elementary School: Public K-5 in the city's Parkside District
Dianne Feinstein,casenfeinstein,"Washington, DC",,33,20,56,Mon Mar 28 02:48:16 +0000 2016,Senators,Dianne Feinstein,,0,37,,"Washington, DC",Fake account
Dianne Feinstein,NotSenDianne,,,20,22,69,Sun Dec 14 06:10:21 +0000 2014,Senators,Dianne Feinstein,,0,10,,,Fighting to abolish liberty since 1992
Otay #WeThePeople,liza_otay,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48  ",,1354,1736,3803,Mon Jan 23 22:54:32 +0000 2017,Senators,Dianne Feinstein,,7,4477,,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48  ","Democrat, Liberal, Advocate, Activists, #Resist Ca US 
My Senators are Kamala Harris & Dianne Feinstein PLEASE VOTE Anti Discrimination & Hate #TheResistance"
Dianne Feinstein,pawsinn92,,,2,0,0,Sat Jul 12 03:27:28 +0000 2014,Senators,Dianne Feinstein,,0,0,,,
Sen Dianne Feinstein,JhSenBG,South Florida,http://t.co/W4W455JSNU,32,125,86,Sun May 11 15:23:48 +0000 2014,Senators,Dianne Feinstein,,0,3,,South Florida,"Pragmatic idealist, goes gaga for lasting social change, tough question asker, co-founder of  Garnet, loves making social  impact strategies real"
Dianne Feinstein,Pawsinn92Dianne,,,6,0,0,Sun Jul 08 18:06:11 +0000 2012,Senators,Dianne Feinstein,,0,0,,,
Dianne Feinstein,GSPPFeinstein,,,32,38,41,Tue Nov 12 20:17:27 +0000 2013,Senators,Dianne Feinstein,,1,0,,,"CA Senior Senator. First female everything. Filthy rich. Don't mess.  *GSPP Budget Sim. Account, Not Affiliated w/ Real Feinstein*"
Kamala Harris,SenKamalaHarris,,https://t.co/d7fwQc0xoD,287143,543,1543,Tue Nov 29 20:16:39 +0000 2016,Senators,Kamala Harris,,1936,359,,,Official Twitter account of U.S. Senator Kamala Harris.
Kamala Harris,KamalaHarris,California,http://t.co/IbL01p7pYJ,1090039,717,6873,Sat Apr 11 00:42:07 +0000 2009,Senators,Kamala Harris,,6255,213,,California,"Senator for California. Former CA Attorney General. Dedicated to fighting for justice & giving voice to the voiceless. Wife, s-mom, sister, aunt. Aspiring chef."
Cal AG- Archived,AGKamalaHarris,California,https://t.co/AABfyCPp5B,8381,173,1354,Wed Nov 02 00:24:05 +0000 2011,Senators,Kamala Harris,,265,63,,California,This is an archived account of tweets from former CA Attorney General Kamala Harris. For updates from the current CA Attorney General please follow @AGBecerra.
Kamala Harris 2020,flywithkamala,"Washington, DC",https://t.co/mfIV6DxUsZ,2097,148,8191,Sat Jun 17 14:57:23 +0000 2017,Senators,Kamala Harris,,29,27940,,"Washington, DC",Millennials focused on electing Kamala Harris President. Join us - all are welcome! *Unaffiliated w/ Sen Harris*👇Like us on FB👇 #BlueWave #Resist #UniteBlue
Tyrone Gayle,TyroneGayle,"Washington, DC via Jax, FL",https://t.co/xuAD1xroOK,12848,1500,6387,Fri Feb 27 00:40:39 +0000 2009,Senators,Kamala Harris,,269,152,,"Washington, DC via Jax, FL","Press Secretary for Sen. Kamala D. Harris (@SenKamalaHarris, @KamalaHarris)| Proud Alum of @HillaryClinton, @TimKaine, @DCCC| Clemson Tiger| Views Are My Own"
Kamala Harris Blog,KamalaHarrisBlg,California,http://t.co/hSxwuwjlhn,629,136,412,Wed Feb 17 20:25:32 +0000 2010,Senators,Kamala Harris,,20,0,,California,"Vote for Kamala Harris, Democratic Candidate for California Attorney General! Visit Kamala's official Twitter page @kamalaharris."
Nathan Barankin,nathanbarankin,,,2493,222,1468,Tue Mar 24 18:40:27 +0000 2009,Senators,Kamala Harris,,97,27,,,Chief of Staff for U.S. Senator Kamala D. Harris. Opinions are mine alone.
Kamala Harris News,khsentinel,Los Angeles,,340,51,1225,Fri May 14 01:28:18 +0000 2010,Senators,Kamala Harris,,6,1,,Los Angeles,Kamala Harris supporter and watcher.
Miss Kamala Harris,MadamClinton,"Kansas, USA",,3129,229,11783,Sun Apr 19 01:03:56 +0000 2009,Senators,Kamala Harris,,72,1505,,"Kansas, USA","Do all the good you can, for all the people you can, in all the ways you can, as long as ever you can  #NeverTrump"
Kamala Harris 2020,KamalaHarris20,"California, USA",,669,787,13,Thu Nov 10 19:03:47 +0000 2016,Senators,Kamala Harris,,7,9,,"California, USA",Sen Harris has shown she’s not afraid to fight for civil rights and equal opportunity for all. She is who America needs in the White House.
Kamala Harris 2020,Rowlegendary,Apt 512,https://t.co/stwjoa45mQ,1334,294,75713,Mon Apr 18 00:06:30 +0000 2011,Senators,Kamala Harris,,82,2326,,Apt 512,"they see me rowland, they hatin'"
Kamala Harris 2020,2020_kamala,"Pennsylvania, USA",,1393,2362,23372,Tue Mar 29 01:03:24 +0000 2016,Senators,Kamala Harris,,38,35727,,"Pennsylvania, USA",#KamalaHarris2020 #Kamala2020 #Harris2020 #DefendDACA #DefendDREAMers
Val Patterson,Val,"Los Angeles, CA",https://t.co/MSM79xQik1,866,216,14587,Thu Apr 16 08:36:00 +0000 2009,Senators,Kamala Harris,,133,2271,,"Los Angeles, CA",Film Photographer. Screenwriter. Coffee Drinker. Social Media Editor for @Lenscratch. Hillary Clinton won by 3 million votes. Kamala Harris 2020 🇺🇸👠
Indivisible Nor CA,IndivisibleN_CA,Northern California,,553,439,3723,Sat Jan 07 17:06:11 +0000 2017,Senators,Kamala Harris,,22,6691,,Northern California,"Representatives to call: Senator Kamala Harris 916-448-2787 Senator Diane Feinstein 310-914-7318, Congressman John Garamendi 530-753-5301"
Brandon R. Watts,iambrandonwatts,San Bernardino ✈️ Howard U,https://t.co/1chuBnSc4R,15653,15321,15090,Thu Jun 21 07:42:03 +0000 2012,Senators,Kamala Harris,,85,2002,,San Bernardino ✈️ Howard U,Howard University | @NAACP Committee Member| Former Kamala Harris Intern | Civil Rights Actionist | Police Reform Advocate| Non Profit Board Director|
Kamala Harris 2020,KamalaFor2020,United States,https://t.co/Cpgmd73sbJ,306,26,222,Wed Mar 29 04:10:15 +0000 2017,Senators,Kamala Harris,,0,1992,,United States,Grassroots advocating for the draft of Kamala Harris to be a candidate of the 2020 race for President. Join us! ❤️💁🏾🇺🇸 #Kamala2020 #Harris2020
Kamala Harris 2020,KHarris2020,"Davie, FL",https://t.co/7ntUR6uEss,603,857,1172,Thu Nov 05 16:28:45 +0000 2015,Senators,Kamala Harris,,20,723,,"Davie, FL",Building support for a great Democratic candidate for the 2020 U.S. Presidential Election. 🇺🇸🇺🇸🇺🇸  @KamalaHarris
Karl Snyder,nyawkino,,https://t.co/XYGIyJrgyA,1093,2062,16946,Mon Nov 11 22:46:29 +0000 2013,Senators,Kamala Harris,,17,7353,,,"Joy Reid Democrat, hoping to live long enough to read Trump's obituary, and see a Kamala Harris Presidency."
❄️Suzanne🎄,Tumultuous,,,233,1452,56518,Thu Apr 03 18:31:07 +0000 2008,Senators,Kamala Harris,,17,88026,,,"Reader, knitter, pediatric cancer nurse. I talk too much. Rabid Flyers fan. So left there's no right. #resist. cover photo quote: Sen. Kamala Harris"
Sergio Gonzales,SergRGonzales,"Washington, DC",,111,171,24,Sun Oct 16 03:07:04 +0000 2016,Senators,Kamala Harris,,3,124,,"Washington, DC",Senior Policy Advisor for Sen. Kamala Harris. @HillaryClinton and @BarackObama alum. Coffee and Golden Girls aficionado. Views are mine alone.
Michael F. Bennet,SenBennetCO,Colorado,http://t.co/bQVU54FnhE,134084,311,2400,Wed Dec 08 16:29:29 +0000 2010,Senators,Michael Bennet,,2034,60,,Colorado,U.S. Senator for Colorado
Michael Bennet,BennetForCO,Colorado,http://t.co/lALecsQ5wq,8334,1798,945,Mon Jun 08 19:21:51 +0000 2009,Senators,Michael Bennet,,528,3,,Colorado,"This is the official Twitter profile of Bennet for Colorado, Michael Bennet's U.S. Senate campaign. Tweets from Michael signed -MB"
Michael Bennet,mbennet,"Colorado & Washington, DC",http://t.co/Yzu5f8riMR,2061,3,0,Mon Mar 23 21:41:15 +0000 2009,Senators,Michael Bennet,,184,0,,"Colorado & Washington, DC",I'm the junior Senator for Colorado.
Michael Bennet,Michaelnbennet,"Sydney, New South Wales",,581,77,184,Thu Jun 30 23:16:22 +0000 2011,Senators,Michael Bennet,,34,10,,"Sydney, New South Wales",
Bennet Tweets,bennet_tweets,Colorado,http://t.co/LQGd0COF4J,286,7,5307,Thu Aug 05 16:20:55 +0000 2010,Senators,Michael Bennet,,14,0,,Colorado,Tweets about U.S. Senator Michael Bennet. Maintained by @denverpostjoe
Michael Bennett,MichaelBennet64,,,327,225,1246,Thu Jan 12 01:27:37 +0000 2012,Senators,Michael Bennet,,1,1161,,,
MichaelBennett🤙🏾,MichaelBennet_,,,344,268,1959,Sun Feb 14 10:35:03 +0000 2016,Senators,Michael Bennet,,1,4030,,,I’m a worstcunt🤒
FAKE Michael Bennet,SenBennetCOgspp,,,88,81,64,Thu Oct 22 20:25:12 +0000 2015,Senators,Michael Bennet,,1,24,,,@GoldmanSchool Budget Simulation account for Sen. Michael Bennet (D-CO).  This is not the real Michael Bennet.
Rubberstamp Man,rubberstampman,,http://t.co/xofGbor7TO,317,879,78,Mon Sep 13 21:32:27 +0000 2010,Senators,Michael Bennet,,5,0,,,"Appointed Sen. Michael Bennet is Obama's favorite Rubberstamp. 

Rubberstamp Man supports the GOP and United States Senate candidate Ken Buck for Colorado."
Allen-Michael Bennet,twiztidshyt,"Rincon, GA",,236,1206,736,Sun Mar 09 20:47:25 +0000 2014,Senators,Michael Bennet,,0,269,,"Rincon, GA","JUGGALO till I die, Disabled Vet, huge nascar fan, massive xbox player, Nascar Heat Evolution, nba 2k17, Ea sports UFC 2 and Battlefield 4 are my games"
Michael Bennet,magnoliateaguy,"Bozeman, MT",http://t.co/qMYJKRpT0Y,196,260,61,Mon Oct 26 18:14:32 +0000 2009,Senators,Michael Bennet,,18,0,,"Bozeman, MT",World's Best Loose Leaf Teas
Michael Bennet,MBennet26,,,109,187,208,Tue Nov 24 19:15:17 +0000 2015,Senators,Michael Bennet,,0,6873,,,
Michael Bennett,MichaelBennet42,,,43,51,913,Thu Oct 27 01:44:27 +0000 2011,Senators,Michael Bennet,,0,230,,,
Michael Bennett,MichaelBennet17,,,112,217,519,Sat Jul 02 01:52:19 +0000 2011,Senators,Michael Bennet,,0,3,,,
Michael Bennet,michaelrightnow,"Bozeman, Montana, USA",https://t.co/jKpynLPpIQ,75,45,563,Fri Mar 12 16:45:55 +0000 2010,Senators,Michael Bennet,,6,41,,"Bozeman, Montana, USA",Oracle Service Cloud (406) 589-7627  Instagram-mountainman7777
Michael Bennet,mtloanofficer,"Bozeman, MT",http://t.co/fw6cpNxo9M,84,90,8,Thu Oct 29 14:47:05 +0000 2009,Senators,Michael Bennet,,6,0,,"Bozeman, MT",Fifteen Years in the Mortgage Business and 90% of my business is referral based.  Licensed to do business in Montana and Idaho.
Michael Bennet,Bennet4CO,Colorado,,37,55,59,Mon Apr 07 18:05:35 +0000 2014,Senators,Michael Bennet,,0,12,,Colorado,I follow back! Go Broncos!
Michael Bennet,mountainman777,"Bozeman, MT",https://t.co/9TGAWe7SrN,80,27,117,Fri Jul 17 01:23:17 +0000 2009,Senators,Michael Bennet,,1,7,,"Bozeman, MT","Struggling in my faith, renewing my mind daily. Quality of life starts in the heart but living in Montana doesn't hurt!"
Michael Bennet,CMCBennet,,http://t.co/kk1QAFfi1J,26,14,16,Fri Mar 25 04:13:15 +0000 2011,Senators,Michael Bennet,,2,1,,,
Michael Jadrnicek,mikejadrnicek,Wellston Ohio,,1875,343,5635,Fri Jan 22 00:01:43 +0000 2010,Senators,Michael Bennet,,18,576,,Wellston Ohio,"Authentic Christ Follower, Husband to Rachael, Father to Mikaela, Emma & Bennet, Pastor to LifeSource Apostolic Church. I'm a Blessed Man."
Cory Gardner,SenCoryGardner,Colorado,,73967,287,3736,Fri Jan 07 17:02:56 +0000 2011,Senators,Cory Gardner,,1597,12,,Colorado,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.
Cory Gardner,CoryGardner,"Yuma, Colorado",http://t.co/h5o0X4Nqwl,15083,142,1510,Sat Feb 14 23:33:30 +0000 2009,Senators,Cory Gardner,,655,20,,"Yuma, Colorado",Senator (R-CO). 5th generation Coloradan. Fighting for a strong economy and opportunity for all.
Cory Gardner,cory1976,Boston,https://t.co/GvwbSLxfsI,949,415,68085,Fri Mar 13 21:00:02 +0000 2009,Senators,Cory Gardner,,44,23476,,Boston,Married to @JoeBragdon Avid runner and yogi. Sighted guide for @teamwithavision. Catdad to Angelina & Mac.
Casey Contres,ccontres,"Washington, DC",,403,1234,2079,Wed Oct 21 16:23:42 +0000 2009,Senators,Cory Gardner,,7,387,,"Washington, DC","Press Sec for Sen. Cory Gardner, alum of Congressman Shuster. Views are my own. Hockey tweets better than Politics tweets."
Not Cory Gardner,NotCoryGardner,"Colorado, USA",https://t.co/WSyhYXQjo3,419,941,641,Wed Feb 15 03:06:24 +0000 2017,Senators,Cory Gardner,,0,867,,"Colorado, USA",I am NOT the real Cory Gardner. The real one is missing. Please report sightings or information that could lead to the real senator's safe return.
Watch Cory Gardner,WatchSenGardner,"Colorado, USA",,322,648,79,Sat Feb 18 07:09:25 +0000 2017,Senators,Cory Gardner,,2,3,,"Colorado, USA",Keeping tabs on GOP Senator Cory Gardner for the average Coloradan. #russiagate #SaveDemocracy #Trumpcare #TheResistance #resist
Cory Gardner,CoryG_Music,"Nashville, TN",https://t.co/TVYU9FLTa9,2802,2900,595,Sun Sep 02 05:35:26 +0000 2012,Senators,Cory Gardner,,16,54,,"Nashville, TN","Singer, Model, Songwriter, Actor, Dancer, Broadway Enthusiast, Country Music Performer, Heartbreaker"
Cory Gardner,crgard22,Greater Cincinnati Area,https://t.co/oBdMPwhMup,162,604,2973,Sat Mar 10 20:39:11 +0000 2012,Senators,Cory Gardner,,0,278,,Greater Cincinnati Area,Head Women's Softball Coach & Athletic Compliance Coordinator at Cincinnati Christian University.
Cory Gardner,ItsCoryGardner,Edmonton Alberta ,https://t.co/Qv0i9dQazH,184,679,188,Sun Aug 22 04:41:58 +0000 2010,Senators,Cory Gardner,,1,7,,Edmonton Alberta ,before me there were many....after me with be many more
Cory Gardner,coryTHEgardner,"Chicago, IL",https://t.co/UEKuBYwYAB,176,214,389,Wed Feb 13 04:44:55 +0000 2013,Senators,Cory Gardner,,8,822,,"Chicago, IL","Relationship Builder, Connector, Business Developer"
Cory Gardner Fake,CoryGardnerGSPP,"Berkeley, CA",,56,69,14,Thu Nov 03 19:15:54 +0000 2016,Senators,Cory Gardner,,0,36,,"Berkeley, CA",This profile is a simulated character in a GSPP Berkeley project.
Fake Cory Gardner,fakecorygardner,Maryilyn Musgrave's Coattails,,46,12,112,Thu Dec 10 17:38:59 +0000 2009,Senators,Cory Gardner,,1,0,,Maryilyn Musgrave's Coattails,"Dadgummit, eggs are people too."
Cory Gardner,TheCoryG59,"Louisville, Kentucky",https://t.co/aW4VDfp77b,312,135,4945,Sat Feb 08 18:48:08 +0000 2014,Senators,Cory Gardner,,0,1317,,"Louisville, Kentucky",Actor
cory gardner,cory_stakkz,"ÜT: 41.656398,-83.559707",http://t.co/5vYNJaKVuj,67,70,807,Sat Apr 18 16:17:35 +0000 2009,Senators,Cory Gardner,,0,0,,"ÜT: 41.656398,-83.559707",wats uppers its ya boy cory from da TOL
Cory Gardner,CoryGardner2,Marion Ohio,,28,155,1142,Fri Sep 14 02:14:12 +0000 2012,Senators,Cory Gardner,,1,3536,,Marion Ohio,"I am a Shawnee State Grad, work for Delaware County Board, assist those with developmental disabilities, and a die hard Cleveland Browns fan."
Cory Gardner,CoryG_DaGod,,,150,145,916,Tue Mar 29 18:45:07 +0000 2011,Senators,Cory Gardner,,0,0,,,Embracing life and making the most of it. Living life on my own terms.
Cory Gardner,SenatorGardner,,,214,0,0,Wed Sep 17 03:34:51 +0000 2014,Senators,Cory Gardner,,2,0,,,
Cory Trivett,corytrivett,"Granite Falls,NC",,413,1343,967,Sat Mar 28 19:44:04 +0000 2009,Senators,Cory Gardner,,9,111,,"Granite Falls,NC",Christ follower. Husband . Father. Assistant Principal at West Caldwell High  2011 App State and 2015 Gardner Webb graduate Carolina Panther fan since 1993.
Cory Gardner,mrhogs204,,,52,319,111,Tue Nov 17 18:34:47 +0000 2009,Senators,Cory Gardner,,0,2,,,
RepCD-4 Cory Gardner,SANTOS_Crew,DISTRICT 4-COLORADO,,36,130,46,Fri Apr 04 15:25:36 +0000 2014,Senators,Cory Gardner,,0,8,,DISTRICT 4-COLORADO,Representing the SOUTH! DISTRICT 4-COLORADO
Richard Blumenthal,SenBlumenthal,"Connecticut, USA",http://t.co/MfF8W57FEu,298248,975,9156,Wed Apr 06 17:13:53 +0000 2011,Senators,Richard Blumenthal,,2531,426,,"Connecticut, USA",Connecticut’s U.S. Senator
